0-(0, 0, 110, 70)
1-(110, 0, 68, 78)
2-(178, 0, 68, 78)
3-(246, 0, 68, 78)
4-(314, 0, 68, 78)
5-(382, 0, 68, 78)
6-(450, 0, 68, 78)
7-(518, 0, 68, 78)
8-(586, 0, 68, 78)
9-(654, 0, 68, 78)
10-(722, 0, 68, 78)
11-(790, 0, 68, 78)
12-(858, 0, 68, 78)
13-(926, 0, 68, 78)
14-(0, 78, 68, 78)
15-(68, 78, 68, 78)
16-(136, 78, 68, 78)
17-(204, 78, 68, 78)
18-(272, 78, 68, 78)
19-(340, 78, 68, 78)
20-(408, 78, 68, 78)
21-(476, 78, 68, 78)
22-(544, 78, 68, 78)
23-(612, 78, 110, 70)
24-(722, 78, 110, 70)
25-(832, 78, 110, 70)
26-(0, 156, 110, 70)
27-(110, 156, 110, 70)
28-(220, 156, 110, 70)
29-(330, 156, 110, 70)
30-(440, 156, 110, 70)
31-(550, 156, 110, 70)
32-(660, 156, 110, 70)
33-(770, 156, 110, 70)
34-(880, 156, 110, 70)
35-(0, 226, 110, 70)
36-(110, 226, 110, 70)
37-(220, 226, 110, 70)
38-(330, 226, 110, 70)
39-(440, 226, 110, 70)
40-(550, 226, 110, 70)
41-(660, 226, 110, 70)
42-(770, 226, 110, 70)
43-(0, 296, 244, 210)
44-(244, 296, 244, 210)
45-(488, 296, 244, 210)
46-(732, 296, 244, 210)
47-(0, 506, 244, 210)
48-(244, 506, 244, 210)
49-(488, 506, 244, 210)
50-(732, 506, 244, 210)
51-(0, 716, 244, 210)
52-(244, 716, 244, 210)
53-(488, 716, 244, 210)
54-(732, 716, 38, 22)
55-(770, 716, 38, 22)
56-(808, 716, 38, 22)
57-(846, 716, 38, 22)
58-(884, 716, 38, 22)
59-(922, 716, 38, 22)
60-(960, 716, 38, 22)
61-(0, 926, 38, 22)
