0-(0, 0, 55, 54)
1-(55, 0, 55, 54)
2-(110, 0, 55, 54)
3-(165, 0, 55, 52)
4-(220, 0, 55, 52)
5-(275, 0, 55, 54)
6-(330, 0, 55, 54)
7-(385, 0, 55, 52)
8-(440, 0, 55, 52)
9-(495, 0, 55, 54)
10-(550, 0, 55, 54)
11-(605, 0, 55, 52)
12-(660, 0, 55, 52)
13-(715, 0, 55, 54)
14-(770, 0, 55, 54)
15-(825, 0, 55, 52)
16-(880, 0, 55, 52)
17-(935, 0, 55, 54)
18-(0, 54, 55, 54)
19-(55, 54, 55, 52)
20-(110, 54, 55, 52)
21-(165, 54, 55, 54)
22-(220, 54, 55, 54)
23-(275, 54, 55, 52)
24-(330, 54, 58, 56)
25-(388, 54, 63, 62)
26-(451, 54, 67, 65)
27-(518, 54, 70, 66)
28-(588, 54, 74, 70)
29-(662, 54, 78, 77)
30-(740, 54, 82, 80)
31-(822, 54, 182, 182)
32-(0, 236, 182, 182)
33-(182, 236, 200, 187)
34-(382, 236, 200, 187)
35-(582, 236, 230, 195)
36-(0, 431, 304, 306)
37-(304, 431, 304, 306)
38-(608, 431, 292, 293)
39-(0, 737, 292, 293)
40-(292, 737, 301, 303)
41-(593, 737, 301, 303)
42-(0, 1040, 304, 306)
43-(304, 1040, 304, 306)
44-(608, 1040, 292, 293)
45-(0, 1346, 292, 293)
46-(292, 1346, 301, 303)
47-(593, 1346, 301, 303)
